Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0071803,positive regulation of podosome assembly,,-3.8,14,7,20638,14,420,4,0.95,0.47,11848|17698|18826|76709,Rhoa|Msn|Lcp1|Arpc2,-1.4,MyList
GO Biological Processes,19,GO:0110096,cellular response to aldehyde,,-3.8,14,7,20638,14,420,4,0.95,0.47,11669|11677|14187|57320,Aldh2|Akr1b3|Akr1b8|Park7,-1.4,MyList
GO Biological Processes,19,GO:0016052,carbohydrate catabolic process,,-3.8,3.8,4.8,20638,142,420,11,2.6,0.78,12492|13806|13808|14635|14751|15212|17939|19045|110006|110095|433182,Scarb2|Eno1|Eno3|Galk1|Gpi1|Hexb|Naga|Ppp1ca|Gusb|Pygl|Eno1b,-1.4,MyList
Reactome Gene Sets,6,R-MMU-9018679,Biosynthesis of EPA-derived SPMs,,-3.8,25,8.3,20638,6,420,3,0.71,0.41,15446|16993|625249,Hpgd|Lta4h|Gpx4,-1.4,MyList
GO Biological Processes,19,GO:0006163,purine nucleotide metabolic process,,-3.8,2.6,4.4,20638,360,420,19,4.5,1,11848|13806|13808|14635|14751|15488|20280|26897|27369|52538|56248|66114|67763|68087|76952|105446|171210|213484|433182,Rhoa|Eno1|Eno3|Galk1|Gpi1|Hsd17b4|Scp2|Acot1|Dguok|Acaa2|Ak3|Dnajc30|Prpsap1|Dcakd|Nt5c2|Gmpr2|Acot2|Nudt18|Eno1b,-1.4,MyList
GO Biological Processes,19,GO:0030838,positive regulation of actin filament polymerization,,-3.8,4.6,5.1,20638,97,420,9,2.1,0.71,11848|19353|23789|56443|74192|76709|227753|242687|260409,Rhoa|Rac1|Coro1b|Arpc1a|Arpc5l|Arpc2|Gsn|Wasf2|Cdc42ep3,-1.4,MyList
KEGG Pathway,24,mmu00280,"Valine, leucine and isoleucine degradation",,-3.8,5.9,5.4,20638,58,420,7,1.7,0.62,11409|11669|12039|15107|52538|56752|113868,Acads|Aldh2|Bckdha|Hadh|Acaa2|Aldh9a1|Acaa1a,-1.4,MyList
WikiPathways,27,WP3625,TYROBP Causal Network,,-3.8,5.9,5.4,20638,58,420,7,1.7,0.62,12493|14775|17095|20111|54519|76448|80719,Cd37|Gpx1|Lyl1|Rps6ka1|Apbb1ip|Ppp1r18|Igsf6,-1.4,MyList
GO Biological Processes,19,GO:0007034,vacuolar transport,,-3.8,3.8,4.8,20638,143,420,11,2.6,0.78,12492|65113|66700|66914|68942|68943|71817|76959|100561|230514|234852,Scarb2|Ndfip1|Chmp3|Vps28|Chmp2b|Pink1|Tmem50a|Chmp5|Slc15a4|Leprot|Chmp1a,-1.4,MyList
Reactome Gene Sets,6,R-MMU-390918,Peroxisomal lipid metabolism,,-3.7,9.1,6.1,20638,27,420,5,1.2,0.53,15488|16922|20524|23986|113868,Hsd17b4|Phyh|Slc25a17|Eci2|Acaa1a,-1.4,MyList
GO Biological Processes,19,GO:0009150,purine ribonucleotide metabolic process,,-3.7,2.6,4.4,20638,335,420,18,4.3,0.99,11848|13806|13808|14635|14751|15488|20280|26897|27369|52538|56248|66114|68087|76952|105446|171210|213484|433182,Rhoa|Eno1|Eno3|Galk1|Gpi1|Hsd17b4|Scp2|Acot1|Dguok|Acaa2|Ak3|Dnajc30|Dcakd|Nt5c2|Gmpr2|Acot2|Nudt18|Eno1b,-1.4,MyList
GO Biological Processes,19,GO:0032956,regulation of actin cytoskeleton organization,,-3.7,2.6,4.3,20638,365,420,19,4.5,1,11465|11848|11853|11857|12345|16202|16423|19353|19354|23789|23999|56212|56443|72042|74192|76709|227753|242687|260409,Actg1|Rhoa|Rhoc|Arhgdib|Capzb|Ilk|Cd47|Rac1|Rac2|Coro1b|Twf2|Rhog|Arpc1a|Cotl1|Arpc5l|Arpc2|Gsn|Wasf2|Cdc42ep3,-1.4,MyList
GO Biological Processes,19,GO:0032511,late endosome to vacuole transport via multivesicular body sorting pathway,,-3.7,13,6.8,20638,15,420,4,0.95,0.47,66914|71817|76959|230514,Vps28|Tmem50a|Chmp5|Leprot,-1.4,MyList
Reactome Gene Sets,6,R-MMU-877300,Interferon gamma signaling,,-3.7,13,6.8,20638,15,420,4,0.95,0.47,12702|15979|22218|108058,Socs3|Ifngr1|Sumo1|Camk2d,-1.4,MyList
GO Biological Processes,19,GO:0030258,lipid modification,,-3.6,2.9,4.4,20638,253,420,15,3.6,0.91,11409|11816|12702|15107|15488|16922|20280|20524|23986|27226|52538|66841|72674|113868|219024,Acads|Apoe|Socs3|Hadh|Hsd17b4|Phyh|Scp2|Slc25a17|Eci2|Pla2g7|Acaa2|Etfdh|Adipor1|Acaa1a|Pip4p1,-1.3,MyList
GO Biological Processes,19,GO:0030833,regulation of actin filament polymerization,,-3.6,3.4,4.6,20638,173,420,12,2.9,0.81,11848|12345|19353|23789|23999|56443|72042|74192|76709|227753|242687|260409,Rhoa|Capzb|Rac1|Coro1b|Twf2|Arpc1a|Cotl1|Arpc5l|Arpc2|Gsn|Wasf2|Cdc42ep3,-1.3,MyList
GO Biological Processes,19,GO:0016601,Rac protein signal transduction,,-3.6,6.7,5.5,20638,44,420,6,1.4,0.58,19353|19354|56212|68585|108058|242687,Rac1|Rac2|Rhog|Rtn4|Camk2d|Wasf2,-1.3,MyList
WikiPathways,27,WP401,Mitochondrial LC-Fatty Acid Beta-Oxidation,,-3.6,12,6.5,20638,16,420,4,0.95,0.47,11409|15107|20280|57279,Acads|Hadh|Scp2|Slc25a20,-1.3,MyList
GO Biological Processes,19,GO:0034162,toll-like receptor 9 signaling pathway,,-3.6,12,6.5,20638,16,420,4,0.95,0.47,68585|83490|100561|382551,Rtn4|Pik3ap1|Slc15a4|Cd300ld3,-1.3,MyList
GO Biological Processes,19,GO:0042159,lipoprotein catabolic process,,-3.6,12,6.5,20638,16,420,4,0.95,0.47,11816|18777|19063|76192,Apoe|Lypla1|Ppt1|Abhd12,-1.3,MyList
GO Biological Processes,19,GO:0010952,positive regulation of peptidase activity,,-3.6,3.4,4.5,20638,175,420,12,2.9,0.81,11848|14082|19141|52377|64704|65106|66340|192656|223453|226548|227753|332579,Rhoa|Fadd|Lgmn|Rcn3|Htra2|Arl6ip5|Psenen|Ripk2|Dap|Aph1a|Gsn|Card9,-1.3,MyList
GO Biological Processes,19,GO:0032640,tumor necrosis factor production,,-3.6,3.4,4.5,20638,175,420,12,2.9,0.81,11433|14082|15979|16423|19165|21937|22695|74131|192656|216869|217305|332579,Acp5|Fadd|Ifngr1|Cd47|Psen2|Tnfrsf1a|Zfp36|Sash3|Ripk2|Arrb2|Cd300ld|Card9,-1.3,MyList
GO Biological Processes,19,GO:0050727,regulation of inflammatory response,,-3.6,2.6,4.2,20638,344,420,18,4.3,0.99,11433|11555|11669|11816|12702|14775|16170|16423|21937|22695|57320|65113|69769|76192|83490|106512|231871|625249,Acp5|Adrb2|Aldh2|Apoe|Socs3|Gpx1|Il16|Cd47|Tnfrsf1a|Zfp36|Park7|Ndfip1|Tnfaip8l2|Abhd12|Pik3ap1|Gpsm3|Daglb|Gpx4,-1.3,MyList
GO Biological Processes,19,GO:0016197,endosomal transport,,-3.6,3,4.4,20638,229,420,14,3.3,0.88,17846|19326|66700|66914|68942|69178|71817|76959|98878|100226|108012|226422|230514|234852,Commd1|Rab11b|Chmp3|Vps28|Chmp2b|Snx5|Tmem50a|Chmp5|Ehd4|Stx12|Ap1s2|Rab29|Leprot|Chmp1a,-1.3,MyList
GO Biological Processes,19,GO:0010592,positive regulation of lamellipodium assembly,,-3.6,8.5,5.8,20638,29,420,5,1.2,0.53,19353|19354|23999|76709|242687,Rac1|Rac2|Twf2|Arpc2|Wasf2,-1.3,MyList
Reactome Gene Sets,6,R-MMU-9017802,Noncanonical activation of NOTCH3,,-3.6,21,7.7,20638,7,420,3,0.71,0.41,19165|66340|226548,Psen2|Psenen|Aph1a,-1.3,MyList
GO Biological Processes,19,GO:0034165,positive regulation of toll-like receptor 9 signaling pathway,,-3.6,21,7.7,20638,7,420,3,0.71,0.41,68585|100561|382551,Rtn4|Slc15a4|Cd300ld3,-1.3,MyList
GO Biological Processes,19,GO:0071706,tumor necrosis factor superfamily cytokine production,,-3.5,3.3,4.5,20638,178,420,12,2.9,0.81,11433|14082|15979|16423|19165|21937|22695|74131|192656|216869|217305|332579,Acp5|Fadd|Ifngr1|Cd47|Psen2|Tnfrsf1a|Zfp36|Sash3|Ripk2|Arrb2|Cd300ld|Card9,-1.2,MyList
GO Biological Processes,19,GO:2000116,regulation of cysteine-type endopeptidase activity,,-3.5,3,4.3,20638,233,420,14,3.3,0.88,11848|14082|14751|14775|19141|20111|57320|64704|65106|192656|216869|223453|227753|332579,Rhoa|Fadd|Gpi1|Gpx1|Lgmn|Rps6ka1|Park7|Htra2|Arl6ip5|Ripk2|Arrb2|Dap|Gsn|Card9,-1.2,MyList
GO Biological Processes,19,GO:0061952,midbody abscission,,-3.5,12,6.3,20638,17,420,4,0.95,0.47,66700|68942|76959|234852,Chmp3|Chmp2b|Chmp5|Chmp1a,-1.2,MyList
GO Biological Processes,19,GO:0072521,purine-containing compound metabolic process,,-3.5,2.5,4.1,20638,381,420,19,4.5,1,11848|13806|13808|14635|14751|15488|20280|26897|27369|52538|56248|66114|67763|68087|76952|105446|171210|213484|433182,Rhoa|Eno1|Eno3|Galk1|Gpi1|Hsd17b4|Scp2|Acot1|Dguok|Acaa2|Ak3|Dnajc30|Prpsap1|Dcakd|Nt5c2|Gmpr2|Acot2|Nudt18|Eno1b,-1.2,MyList
GO Biological Processes,19,GO:0032273,positive regulation of protein polymerization,,-3.5,3.8,4.6,20638,130,420,10,2.4,0.74,11848|13494|19353|23789|56443|74192|76709|227753|242687|260409,Rhoa|Drg1|Rac1|Coro1b|Arpc1a|Arpc5l|Arpc2|Gsn|Wasf2|Cdc42ep3,-1.2,MyList
GO Biological Processes,19,GO:0034205,amyloid-beta formation,,-3.4,6.3,5.2,20638,47,420,6,1.4,0.58,11816|15979|19165|66340|68585|226548,Apoe|Ifngr1|Psen2|Psenen|Rtn4|Aph1a,-1.2,MyList
GO Biological Processes,19,GO:0051258,protein polymerization,,-3.4,2.7,4.1,20638,296,420,16,3.8,0.93,11848|12345|13494|19201|19353|23789|23999|56443|66700|72042|74192|76709|227753|242687|260409|625249,Rhoa|Capzb|Drg1|Pstpip2|Rac1|Coro1b|Twf2|Arpc1a|Chmp3|Cotl1|Arpc5l|Arpc2|Gsn|Wasf2|Cdc42ep3|Gpx4,-1.1,MyList
GO Biological Processes,19,GO:0032386,regulation of intracellular transport,,-3.4,2.6,4.1,20638,326,420,17,4,0.96,12177|17698|17846|18826|19326|20280|21937|26396|52163|57320|66114|66700|68889|68943|76709|108687|226422,Bnip3l|Msn|Commd1|Lcp1|Rab11b|Scp2|Tnfrsf1a|Map2k2|Camk1|Park7|Dnajc30|Chmp3|Ubac2|Pink1|Arpc2|Edem2|Rab29,-1.1,MyList
GO Biological Processes,19,GO:1902622,regulation of neutrophil migration,,-3.4,6.1,5.1,20638,48,420,6,1.4,0.58,12273|17524|19353|19354|56212|68585,C5ar1|Mpp1|Rac1|Rac2|Rhog|Rtn4,-1.1,MyList
GO Biological Processes,19,GO:0016054,organic acid catabolic process,,-3.4,3,4.2,20638,212,420,13,3.1,0.85,11409|12039|15107|15488|16922|20280|20524|23986|52538|66841|113868|171210|269823,Acads|Bckdha|Hadh|Hsd17b4|Phyh|Scp2|Slc25a17|Eci2|Acaa2|Etfdh|Acaa1a|Acot2|Pon3,-1.1,MyList
GO Biological Processes,19,GO:0016139,glycoside catabolic process,,-3.4,18,7.1,20638,8,420,3,0.71,0.41,17939|71665|110006,Naga|Fuca1|Gusb,-1.1,MyList
Reactome Gene Sets,6,R-MMU-5625900,RHO GTPases activate CIT,,-3.4,18,7.1,20638,8,420,3,0.71,0.41,11848|11853|19353,Rhoa|Rhoc|Rac1,-1.1,MyList
GO Biological Processes,19,GO:0097581,lamellipodium organization,,-3.3,4.4,4.7,20638,89,420,8,1.9,0.67,12345|19353|19354|23789|23999|57784|76709|242687,Capzb|Rac1|Rac2|Coro1b|Twf2|Bin3|Arpc2|Wasf2,-1.1,MyList
KEGG Pathway,24,ko04810,Regulation of actin cytoskeleton,,-3.3,3,4.2,20638,214,420,13,3.1,0.85,11465|11848|17698|19045|19353|19354|26396|56443|67938|74192|76709|227753|242687,Actg1|Rhoa|Msn|Ppp1ca|Rac1|Rac2|Map2k2|Arpc1a|Myl12b|Arpc5l|Arpc2|Gsn|Wasf2,-1.1,MyList
Reactome Gene Sets,6,R-MMU-5663213,RHO GTPases Activate WASPs and WAVEs,,-3.3,7.4,5.3,20638,33,420,5,1.2,0.53,11465|19353|56443|76709|242687,Actg1|Rac1|Arpc1a|Arpc2|Wasf2,-1.1,MyList
GO Biological Processes,19,GO:0008154,actin polymerization or depolymerization,,-3.3,3,4.2,20638,216,420,13,3.1,0.85,11848|12345|19201|19353|23789|23999|56443|72042|74192|76709|227753|242687|260409,Rhoa|Capzb|Pstpip2|Rac1|Coro1b|Twf2|Arpc1a|Cotl1|Arpc5l|Arpc2|Gsn|Wasf2|Cdc42ep3,-1.1,MyList
GO Biological Processes,19,GO:1901673,regulation of mitotic spindle assembly,,-3.3,10,5.9,20638,19,420,4,0.95,0.47,13494|68942|76959|234852,Drg1|Chmp2b|Chmp5|Chmp1a,-1.1,MyList
GO Biological Processes,19,GO:0061919,process utilizing autophagic mechanism,,-3.3,2.3,3.9,20638,427,420,20,4.8,1,11555|12177|12539|19025|20773|56374|57320|64704|66155|67171|67443|68718|68943|74140|76308|100226|140742|192656|223453|242557,Adrb2|Bnip3l|Cdc37|Ctsa|Sptlc2|Tmem59|Park7|Htra2|Ufc1|Dram2|Map1lc3b|Rnf166|Pink1|Tm9sf1|Rab1b|Stx12|Sesn1|Ripk2|Dap|Atg4c,-1.1,MyList
GO Biological Processes,19,GO:0006914,autophagy,,-3.3,2.3,3.9,20638,427,420,20,4.8,1,11555|12177|12539|19025|20773|56374|57320|64704|66155|67171|67443|68718|68943|74140|76308|100226|140742|192656|223453|242557,Adrb2|Bnip3l|Cdc37|Ctsa|Sptlc2|Tmem59|Park7|Htra2|Ufc1|Dram2|Map1lc3b|Rnf166|Pink1|Tm9sf1|Rab1b|Stx12|Sesn1|Ripk2|Dap|Atg4c,-1.1,MyList
GO Biological Processes,19,GO:0002685,regulation of leukocyte migration,,-3.3,2.9,4.1,20638,217,420,13,3.1,0.85,11848|12273|14082|17524|17698|19141|19353|19354|27226|56212|68585|106512|217303,Rhoa|C5ar1|Fadd|Mpp1|Msn|Lgmn|Rac1|Rac2|Pla2g7|Rhog|Rtn4|Gpsm3|Cd300a,-1.1,MyList
GO Biological Processes,19,GO:0042110,T cell activation,,-3.3,2.1,3.8,20638,528,420,23,5.5,1.1,11848|12445|12476|12506|14082|14226|15216|16423|17698|18826|19165|19354|54519|65113|68137|69769|74131|108723|192656|217303|226422|227753|381484,Rhoa|Ccnd3|Cd151|Cd48|Fadd|Fkbp1b|Hfe|Cd47|Msn|Lcp1|Psen2|Rac2|Apbb1ip|Ndfip1|Kdelr1|Tnfaip8l2|Sash3|Card11|Ripk2|Cd300a|Rab29|Gsn|Gm5150,-1,MyList
GO Biological Processes,19,GO:0008064,regulation of actin polymerization or depolymerization,,-3.2,3.1,4.2,20638,191,420,12,2.9,0.81,11848|12345|19353|23789|23999|56443|72042|74192|76709|227753|242687|260409,Rhoa|Capzb|Rac1|Coro1b|Twf2|Arpc1a|Cotl1|Arpc5l|Arpc2|Gsn|Wasf2|Cdc42ep3,-1,MyList
GO Biological Processes,19,GO:0051493,regulation of cytoskeleton organization,,-3.2,2.1,3.8,20638,530,420,23,5.5,1.1,11465|11848|11853|11857|12345|13494|16202|16423|19353|19354|23789|23999|56212|56443|68942|72042|74192|76709|76959|227753|234852|242687|260409,Actg1|Rhoa|Rhoc|Arhgdib|Capzb|Drg1|Ilk|Cd47|Rac1|Rac2|Coro1b|Twf2|Rhog|Arpc1a|Chmp2b|Cotl1|Arpc5l|Arpc2|Chmp5|Gsn|Chmp1a|Wasf2|Cdc42ep3,-1,MyList
GO Biological Processes,19,GO:0110053,regulation of actin filament organization,,-3.2,2.7,4,20638,277,420,15,3.6,0.91,11465|11848|11853|12345|16423|19353|23789|23999|56443|72042|74192|76709|227753|242687|260409,Actg1|Rhoa|Rhoc|Capzb|Cd47|Rac1|Coro1b|Twf2|Arpc1a|Cotl1|Arpc5l|Arpc2|Gsn|Wasf2|Cdc42ep3,-1,MyList
GO Biological Processes,19,GO:0030032,lamellipodium assembly,,-3.2,4.8,4.7,20638,71,420,7,1.7,0.62,12345|19353|19354|23999|57784|76709|242687,Capzb|Rac1|Rac2|Twf2|Bin3|Arpc2|Wasf2,-1,MyList
Reactome Gene Sets,6,R-MMU-5628897,TP53 Regulates Metabolic Genes,,-3.2,4.8,4.7,20638,71,420,7,1.7,0.62,14751|19079|19744|20463|20930|22629|140742,Gpi1|Prkab1|Rheb|Cox7a2l|Surf1|Ywhah|Sesn1,-1,MyList
KEGG Pathway,24,mmu04810,Regulation of actin cytoskeleton,,-3.2,2.9,4.1,20638,220,420,13,3.1,0.85,11465|11848|17698|19045|19353|19354|26396|56443|67938|74192|76709|227753|242687,Actg1|Rhoa|Msn|Ppp1ca|Rac1|Rac2|Map2k2|Arpc1a|Myl12b|Arpc5l|Arpc2|Gsn|Wasf2,-1,MyList
GO Biological Processes,19,GO:0031348,negative regulation of defense response,,-3.2,2.9,4.1,20638,220,420,13,3.1,0.85,11433|11555|11816|12702|14775|16643|21937|22695|26904|65113|66294|69769|216869,Acp5|Adrb2|Apoe|Socs3|Gpx1|Klrd1|Tnfrsf1a|Zfp36|Sh2d1b1|Ndfip1|Fam3a|Tnfaip8l2|Arrb2,-1,MyList
GO Biological Processes,19,GO:0010950,positive regulation of endopeptidase activity,,-3.2,3.3,4.2,20638,166,420,11,2.6,0.78,11848|14082|19141|64704|65106|66340|192656|223453|226548|227753|332579,Rhoa|Fadd|Lgmn|Htra2|Arl6ip5|Psenen|Ripk2|Dap|Aph1a|Gsn|Card9,-1,MyList
WikiPathways,27,WP108,Selenium metabolism/Selenoproteins,,-3.2,5.7,4.9,20638,52,420,6,1.4,0.58,14281|14775|20363|20768|72657|625249,Fos|Gpx1|Selenop|Sephs2|Selenoh|Gpx4,-1,MyList
GO Biological Processes,19,GO:0045010,actin nucleation,,-3.2,5.7,4.9,20638,52,420,6,1.4,0.58,23789|56443|74192|76709|227753|242687,Coro1b|Arpc1a|Arpc5l|Arpc2|Gsn|Wasf2,-1,MyList
KEGG Pathway,24,mmu01212,Fatty acid metabolism,,-3.2,5.7,4.9,20638,52,420,6,1.4,0.58,11409|15107|19063|52538|106529|113868,Acads|Hadh|Ppt1|Acaa2|Tecr|Acaa1a,-1,MyList
KEGG Pathway,24,ko05014,Amyotrophic lateral sclerosis (ALS),,-3.2,5.7,4.9,20638,52,420,6,1.4,0.58,12359|14775|19353|21937|67819|271457,Cat|Gpx1|Rac1|Tnfrsf1a|Derl1|Rab5a,-1,MyList
KEGG Pathway,24,ko01212,Fatty acid metabolism,,-3.2,5.7,4.9,20638,52,420,6,1.4,0.58,11409|15107|19063|52538|106529|113868,Acads|Hadh|Ppt1|Acaa2|Tecr|Acaa1a,-1,MyList
GO Biological Processes,19,GO:0032495,response to muramyl dipeptide,,-3.2,9.8,5.7,20638,20,420,4,0.95,0.47,27056|76959|192656|332579,Irf5|Chmp5|Ripk2|Card9,-1,MyList
GO Biological Processes,19,GO:0044283,small molecule biosynthetic process,,-3.2,2,3.7,20638,601,420,25,6,1.2,11677|11816|14645|14751|14979|16993|18830|19079|20280|20768|20773|57319|57320|57357|66294|66447|69051|76952|104570|105446|106529|109754|213484|231871|233571,Akr1b3|Apoe|Glul|Gpi1|H2-Ke6|Lta4h|Pltp|Prkab1|Scp2|Sephs2|Sptlc2|Smpdl3a|Park7|Srd5a3|Fam3a|Mgst3|Pycr2|Nt5c2|Ppp4r3b|Gmpr2|Tecr|Cyb5r3|Nudt18|Daglb|P2ry6,-1,MyList
GO Biological Processes,19,GO:0110095,cellular detoxification of aldehyde,,-3.2,16,6.7,20638,9,420,3,0.71,0.41,11669|14187|57320,Aldh2|Akr1b8|Park7,-1,MyList
Reactome Gene Sets,6,R-MMU-5625970,RHO GTPases activate KTN1,,-3.2,16,6.7,20638,9,420,3,0.71,0.41,11848|19353|56212,Rhoa|Rac1|Rhog,-1,MyList
Reactome Gene Sets,6,R-MMU-877312,Regulation of IFNG signaling,,-3.2,16,6.7,20638,9,420,3,0.71,0.41,12702|15979|22218,Socs3|Ifngr1|Sumo1,-1,MyList
KEGG Pathway,24,M00135,"GABA biosynthesis, eukaryotes, putrescine => GABA",,-3.2,16,6.7,20638,9,420,3,0.71,0.41,11669|20229|56752,Aldh2|Sat1|Aldh9a1,-1,MyList
KEGG Pathway,24,mmu_M00135,"GABA biosynthesis, eukaryotes, putrescine => GABA",,-3.2,16,6.7,20638,9,420,3,0.71,0.41,11669|20229|56752,Aldh2|Sat1|Aldh9a1,-1,MyList
KEGG Pathway,24,ko04662,B cell receptor signaling pathway,,-3.2,4.8,4.6,20638,72,420,7,1.7,0.62,12517|14281|19353|19354|26396|83490|108723,Cd72|Fos|Rac1|Rac2|Map2k2|Pik3ap1|Card11,-1,MyList
GO Biological Processes,19,GO:0030832,regulation of actin filament length,,-3.2,3,4.1,20638,194,420,12,2.9,0.81,11848|12345|19353|23789|23999|56443|72042|74192|76709|227753|242687|260409,Rhoa|Capzb|Rac1|Coro1b|Twf2|Arpc1a|Cotl1|Arpc5l|Arpc2|Gsn|Wasf2|Cdc42ep3,-1,MyList
GO Biological Processes,19,GO:0032103,positive regulation of response to external stimulus,,-3.2,2.3,3.8,20638,405,420,19,4.5,1,12273|14082|14226|16170|16423|16643|19141|19353|19354|21937|26904|27226|57320|68585|100561|106512|170744|192656|332579,C5ar1|Fadd|Fkbp1b|Il16|Cd47|Klrd1|Lgmn|Rac1|Rac2|Tnfrsf1a|Sh2d1b1|Pla2g7|Park7|Rtn4|Slc15a4|Gpsm3|Tlr8|Ripk2|Card9,-1,MyList
KEGG Pathway,24,mmu01200,Carbon metabolism,,-3.2,3.7,4.3,20638,118,420,9,2.1,0.71,11409|12359|13806|13808|14751|17449|21351|66171|433182,Acads|Cat|Eno1|Eno3|Gpi1|Mdh1|Taldo1|Pgls|Eno1b,-1,MyList
KEGG Pathway,24,ko01200,Carbon metabolism,,-3.2,3.7,4.3,20638,118,420,9,2.1,0.71,11409|12359|13806|13808|14751|17449|21351|66171|433182,Acads|Cat|Eno1|Eno3|Gpi1|Mdh1|Taldo1|Pgls|Eno1b,-1,MyList
KEGG Pathway,24,mmu04662,B cell receptor signaling pathway,,-3.2,4.7,4.6,20638,73,420,7,1.7,0.62,12517|14281|19353|19354|26396|83490|108723,Cd72|Fos|Rac1|Rac2|Map2k2|Pik3ap1|Card11,-1,MyList
Reactome Gene Sets,6,R-MMU-2262752,Cellular responses to stress,,-3.1,2.1,3.8,20638,504,420,22,5.2,1.1,11757|12345|12359|14281|14775|15270|15369|19170|19646|19744|20111|20463|20930|22151|50709|57296|59008|59288|69654|108058|109151|140742,Prdx3|Capzb|Cat|Fos|Gpx1|H2ax|Hmox2|Psmb1|Rbbp4|Rheb|Rps6ka1|Cox7a2l|Surf1|Tubb2a|H1f4|Psmd8|Anapc5|Dctn5|Dctn2|Camk2d|Chd9|Sesn1,-1,MyList
GO Biological Processes,19,GO:0032680,regulation of tumor necrosis factor production,,-3.1,3.2,4.1,20638,169,420,11,2.6,0.78,11433|14082|15979|16423|21937|22695|74131|192656|216869|217305|332579,Acp5|Fadd|Ifngr1|Cd47|Tnfrsf1a|Zfp36|Sash3|Ripk2|Arrb2|Cd300ld|Card9,-1,MyList
Reactome Gene Sets,6,R-MMU-77289,Mitochondrial Fatty Acid Beta-Oxidation,,-3.1,6.8,5,20638,36,420,5,1.2,0.53,11409|15107|26897|52538|171210,Acads|Hadh|Acot1|Acaa2|Acot2,-1,MyList
Reactome Gene Sets,6,R-MMU-3928662,EPHB-mediated forward signaling,,-3.1,6.8,5,20638,36,420,5,1.2,0.53,11465|11848|19353|56443|76709,Actg1|Rhoa|Rac1|Arpc1a|Arpc2,-1,MyList
Reactome Gene Sets,6,R-MMU-166520,Signaling by NTRKs,,-3.1,4.6,4.5,20638,74,420,7,1.7,0.62,11848|19353|20111|26396|54152|67603|109905,Rhoa|Rac1|Rps6ka1|Map2k2|Dnal4|Dusp6|Rap1a,-1,MyList
Reactome Gene Sets,6,R-MMU-8953897,Cellular responses to external stimuli,,-3.1,2.1,3.7,20638,507,420,22,5.2,1.1,11757|12345|12359|14281|14775|15270|15369|19170|19646|19744|20111|20463|20930|22151|50709|57296|59008|59288|69654|108058|109151|140742,Prdx3|Capzb|Cat|Fos|Gpx1|H2ax|Hmox2|Psmb1|Rbbp4|Rheb|Rps6ka1|Cox7a2l|Surf1|Tubb2a|H1f4|Psmd8|Anapc5|Dctn5|Dctn2|Camk2d|Chd9|Sesn1,-1,MyList
GO Biological Processes,19,GO:1903555,regulation of tumor necrosis factor superfamily cytokine production,,-3.1,3.2,4.1,20638,171,420,11,2.6,0.78,11433|14082|15979|16423|21937|22695|74131|192656|216869|217305|332579,Acp5|Fadd|Ifngr1|Cd47|Tnfrsf1a|Zfp36|Sash3|Ripk2|Arrb2|Cd300ld|Card9,-1,MyList
Reactome Gene Sets,6,R-MMU-1632852,Macroautophagy,,-3.1,3.7,4.3,20638,120,420,9,2.1,0.71,19079|19744|22151|57320|66700|67443|68942|68943|242557,Prkab1|Rheb|Tubb2a|Park7|Chmp3|Map1lc3b|Chmp2b|Pink1|Atg4c,-1,MyList
Reactome Gene Sets,6,R-MMU-9612973,Autophagy,,-3.1,3.7,4.3,20638,120,420,9,2.1,0.71,19079|19744|22151|57320|66700|67443|68942|68943|242557,Prkab1|Rheb|Tubb2a|Park7|Chmp3|Map1lc3b|Chmp2b|Pink1|Atg4c,-1,MyList
KEGG Pathway,24,ko05418,Fluid shear stress and atherosclerosis,,-3.1,3.4,4.2,20638,145,420,10,2.4,0.74,11465|11848|14281|15369|16598|19353|19354|21937|22218|66447,Actg1|Rhoa|Fos|Hmox2|Klf2|Rac1|Rac2|Tnfrsf1a|Sumo1|Mgst3,-1,MyList
GO Biological Processes,19,GO:0045862,positive regulation of proteolysis,,-3.1,2.4,3.8,20638,346,420,17,4,0.96,11816|11848|14082|19141|19165|22218|52377|52551|64704|65106|66340|76524|192656|223453|226548|227753|332579,Apoe|Rhoa|Fadd|Lgmn|Psen2|Sumo1|Rcn3|Sgta|Htra2|Arl6ip5|Psenen|Cln6|Ripk2|Dap|Aph1a|Gsn|Card9,-1,MyList
GO Biological Processes,19,GO:0046034,ATP metabolic process,,-3.1,2.7,3.9,20638,256,420,14,3.3,0.88,11848|13806|13808|14635|14751|20463|20930|27369|56248|57320|66114|67059|68943|433182,Rhoa|Eno1|Eno3|Galk1|Gpi1|Cox7a2l|Surf1|Dguok|Ak3|Park7|Dnajc30|Ola1|Pink1|Eno1b,-1,MyList
Reactome Gene Sets,6,R-MMU-422475,Axon guidance,,-3.1,2.7,3.9,20638,256,420,14,3.3,0.88,11465|11848|11853|12517|17698|19165|19353|22151|26396|56443|66340|67399|76709|226548,Actg1|Rhoa|Rhoc|Cd72|Msn|Psen2|Rac1|Tubb2a|Map2k2|Arpc1a|Psenen|Pdlim7|Arpc2|Aph1a,-1,MyList
