Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0006898,receptor-mediated endocytosis,,-4.8,3,5.2,20638,245,564,20,3.5,0.78,11772|12402|12488|13132|16401|16409|16416|16971|17533|19058|19707|24071|104015|106572|110355|215114|216344|217835|218503|320129,Ap2a2|Cbl|Cd2ap|Dab2|Itga4|Itgam|Itgb3|Lrp1|Mrc1|Ppp3r1|Reps1|Synj2bp|Synj1|Rab31|Grk2|Hip1|Rab21|Rin3|Fcho2|Grk3,-2.8,MyList
GO Biological Processes,19,GO:0150116,regulation of cell-substrate junction organization,,-4.8,5.4,6.1,20638,68,564,10,1.8,0.56,11426|16971|19211|19271|20874|22330|26921|29875|72349|76707,Macf1|Lrp1|Pten|Ptprj|Slk|Vcl|Map4k4|Iqgap1|Dusp3|Clasp1,-2.7,MyList
KEGG Pathway,24,ko05205,Proteoglycans in cancer,,-4.8,3.2,5.3,20638,206,564,18,3.2,0.74,11651|12402|13179|14182|14268|16416|16653|16801|17395|18569|18707|19046|19878|20130|20663|29875|192176|232807,Akt1|Cbl|Dcn|Fgfr1|Fn1|Itgb3|Kras|Arhgef1|Mmp9|Pdcd4|Pik3cd|Ppp1cb|Rock2|Rras|Sos2|Iqgap1|Flna|Ppp1r12c,-2.7,MyList
GO Biological Processes,19,GO:0002573,myeloid leukocyte differentiation,,-4.8,3.1,5.3,20638,226,564,19,3.4,0.76,12398|12608|14159|16331|16364|16409|16416|16969|18129|19401|19645|20687|21847|22778|98386|99982|211770|216161|381319,Cbfa2t3|Cebpb|Fes|Inpp5d|Irf4|Itgam|Itgb3|Zbtb7a|Notch2|Rara|Rb1|Sp3|Klf10|Ikzf1|Lbr|Kdm1a|Trib1|Sbno2|Batf3,-2.7,MyList
GO Biological Processes,19,GO:0060213,positive regulation of nuclear-transcribed mRNA poly(A) tail shortening,,-4.8,14,7.9,20638,13,564,5,0.89,0.39,74203|213988|233833|234594|239528,Eif4enif1|Tnrc6b|Tnrc6a|Cnot1|Ago2,-2.7,MyList
KEGG Pathway,24,mmu04510,Focal adhesion,,-4.8,3.2,5.3,20638,208,564,18,3.2,0.74,11651|11798|12043|12928|13367|14268|14360|16401|16416|18707|19046|19211|19878|20663|22330|192176|232807|320795,Akt1|Xiap|Bcl2|Crk|Diaph1|Fn1|Fyn|Itga4|Itgb3|Pik3cd|Ppp1cb|Pten|Rock2|Sos2|Vcl|Flna|Ppp1r12c|Pkn1,-2.7,MyList
GO Biological Processes,19,GO:1905616,regulation of miRNA mediated inhibition of translation,,-4.7,21,8.8,20638,7,564,4,0.71,0.35,13209|74203|213988|239528,Ddx6|Eif4enif1|Tnrc6b|Ago2,-2.7,MyList
GO Biological Processes,19,GO:1905618,positive regulation of miRNA mediated inhibition of translation,,-4.7,21,8.8,20638,7,564,4,0.71,0.35,13209|74203|213988|239528,Ddx6|Eif4enif1|Tnrc6b|Ago2,-2.7,MyList
WikiPathways,27,WP447,Adipogenesis genes,,-4.7,3.8,5.5,20638,134,564,14,2.5,0.66,12608|13046|16195|16880|17258|17261|19015|19401|19645|20185|20602|20683|20852|56758,Cebpb|Celf1|Il6st|Lifr|Mef2a|Mef2d|Ppard|Rara|Rb1|Ncor1|Ncor2|Sp1|Stat6|Mbnl1,-2.7,MyList
GO Biological Processes,19,GO:0043484,regulation of RNA splicing,,-4.7,3.6,5.4,20638,152,564,15,2.7,0.68,12747|12750|13046|13548|16969|19317|20384|20637|20658|22668|56758|67760|72289|110809|230257,Clk1|Clk4|Celf1|Dyrk1a|Zbtb7a|Qk|Srsf5|Snrnp70|Son|Sf1|Mbnl1|Slc38a2|Malat1|Srsf1|Ptbp3,-2.7,MyList
KEGG Pathway,24,mmu04670,Leukocyte transendothelial migration,,-4.7,4.1,5.6,20638,117,564,13,2.3,0.63,12767|13058|14678|16401|16408|16409|17356|17395|18707|19229|19878|22330|54354,Cxcr4|Cybb|Gnai2|Itga4|Itgal|Itgam|Afdn|Mmp9|Pik3cd|Ptk2b|Rock2|Vcl|Rassf5,-2.7,MyList
KEGG Pathway,24,ko04670,Leukocyte transendothelial migration,,-4.7,4.1,5.6,20638,117,564,13,2.3,0.63,12767|13058|14678|16401|16408|16409|17356|17395|18707|19229|19878|22330|54354,Cxcr4|Cybb|Gnai2|Itga4|Itgal|Itgam|Afdn|Mmp9|Pik3cd|Ptk2b|Rock2|Vcl|Rassf5,-2.7,MyList
Reactome Gene Sets,6,R-MMU-9006925,Intracellular signaling by second messengers,,-4.7,2.9,5.1,20638,250,564,20,3.5,0.78,11513|11651|11798|12418|14182|14360|18707|18718|18720|19053|19211|26931|52615|54601|74493|110355|207565|226849|229542|241915,Adcy7|Akt1|Xiap|Cbx4|Fgfr1|Fyn|Pik3cd|Pip4k2a|Pip5k1a|Ppp2cb|Pten|Ppp2r5c|Suz12|Foxo4|Tnks2|Grk2|Camkk2|Ppp2r5a|Gatad2b|Phc3,-2.7,MyList
GO Biological Processes,19,GO:0071674,mononuclear cell migration,,-4.7,3.4,5.3,20638,171,564,16,2.8,0.7,11651|12772|12928|13860|14042|16401|16408|16416|19229|19271|20496|20737|20868|193385|232341|246177,Akt1|Ccr2|Crk|Eps8|Ext1|Itga4|Itgal|Itgb3|Ptk2b|Ptprj|Slc12a2|Spn|Stk10|Ripor2|Wnk1|Myo1g,-2.7,MyList
KEGG Pathway,24,mmu05200,Pathways in cancer,,-4.7,2.4,4.9,20638,427,564,28,5,0.91,11513|11651|11798|12043|12402|12767|12914|12928|13618|14182|14268|14678|16150|16653|16801|17395|18033|18707|19015|19211|19401|19645|19878|20663|54354|112405|213498|328572,Adcy7|Akt1|Xiap|Bcl2|Cbl|Cxcr4|Crebbp|Crk|Ednrb|Fgfr1|Fn1|Gnai2|Ikbkb|Kras|Arhgef1|Mmp9|Nfkb1|Pik3cd|Ppard|Pten|Rara|Rb1|Rock2|Sos2|Rassf5|Egln1|Arhgef11|Ep300,-2.7,MyList
KEGG Pathway,24,mmu05215,Prostate cancer,,-4.7,4.3,5.7,20638,101,564,12,2.1,0.61,11651|12043|12914|14182|16150|16653|18033|18707|19211|19645|20663|328572,Akt1|Bcl2|Crebbp|Fgfr1|Ikbkb|Kras|Nfkb1|Pik3cd|Pten|Rb1|Sos2|Ep300,-2.7,MyList
GO Biological Processes,19,GO:0001817,regulation of cytokine production,,-4.7,2,4.7,20638,722,564,40,7.1,1.1,11513|12488|12608|12772|12914|13058|13205|13653|14182|14268|16172|16194|16331|16364|16971|17196|17951|18033|18569|18987|19043|19264|19271|19401|19878|20320|20737|20742|21938|22632|29875|52615|56490|74039|110355|232286|235626|242248|245860|433693,Adcy7|Cd2ap|Cebpb|Ccr2|Crebbp|Cybb|Ddx3x|Egr1|Fgfr1|Fn1|Il17ra|Il6ra|Inpp5d|Irf4|Lrp1|Mbp|Naip5|Nfkb1|Pdcd4|Pou2f2|Ppm1b|Ptprc|Ptprj|Rara|Rock2|Nptn|Spn|Sptbn1|Tnfrsf1b|Yy1|Iqgap1|Suz12|Zbtb20|Nfam1|Grk2|Tmf1|Setd2|Bank1|Atg9a|Akirin2,-2.7,MyList
GO Biological Processes,19,GO:0016458,gene silencing,,-4.7,2.7,5,20638,293,564,22,3.9,0.82,13046|13205|13209|18033|20185|20602|29806|63830|74203|75410|80912|80913|99982|104625|213988|231464|232791|233833|234594|239528|319171|381022,Celf1|Ddx3x|Ddx6|Nfkb1|Ncor1|Ncor2|Limd1|Kcnq1ot1|Eif4enif1|Kmt2b|Pum1|Pum2|Kdm1a|Cnot6|Tnrc6b|Cnot6l|Cnot3|Tnrc6a|Cnot1|Ago2|H2ac24|Kmt2d,-2.7,MyList
GO Biological Processes,19,GO:0097435,supramolecular fiber organization,,-4.7,2,4.7,20638,748,564,41,7.3,1.1,12043|12488|12795|13367|13383|13548|13860|14042|14159|15463|17258|18759|19229|19645|19878|20742|20874|26401|26554|26936|27361|50918|66713|67971|72754|75547|76707|102098|108655|140579|192176|211673|215114|216965|217124|225115|231637|246103|246177|320191|328572,Bcl2|Cd2ap|Plk3|Diaph1|Dlg1|Dyrk1a|Eps8|Ext1|Fes|Agfg1|Mef2a|Prkci|Ptk2b|Rb1|Rock2|Sptbn1|Slk|Map3k1|Cul3|Mprip|Msrb1|Myadm|Actr2|Tppp3|Arhgef10l|Akap13|Clasp1|Arhgef18|Foxp1|Elmo2|Flna|Arfgef1|Hip1|Taok1|Ppp1r9b|Svil|Ssh1|Atxn7|Myo1g|Hook3|Ep300,-2.7,MyList
GO Biological Processes,19,GO:1903829,positive regulation of cellular protein localization,,-4.7,2.8,5.1,20638,273,564,21,3.7,0.8,11651|12488|13383|14360|16409|16971|18226|18759|19878|20742|24071|27403|29875|93679|192176|217124|228136|230908|231637|328572|606496,Akt1|Cd2ap|Dlg1|Fyn|Itgam|Lrp1|Nup62|Prkci|Rock2|Sptbn1|Synj2bp|Abca7|Iqgap1|Trim8|Flna|Ppp1r9b|Zdhhc5|Tardbp|Ssh1|Ep300|Gsk3a,-2.6,MyList
GO Biological Processes,19,GO:0008360,regulation of cell shape,,-4.7,3.6,5.4,20638,154,564,15,2.7,0.68,12928|13367|13383|13860|14159|14268|14360|16988|19229|29806|57778|69581|83946|102098|104215,Crk|Diaph1|Dlg1|Eps8|Fes|Fn1|Fyn|Lst1|Ptk2b|Limd1|Fmnl1|Rhou|Phip|Arhgef18|Rhoq,-2.6,MyList
GO Biological Processes,19,GO:0070849,response to epidermal growth factor,,-4.7,6.7,6.3,20638,44,564,8,1.4,0.5,11651|12193|12402|13132|19248|29875|72349|110355,Akt1|Zfp36l2|Cbl|Dab2|Ptpn12|Iqgap1|Dusp3|Grk2,-2.6,MyList
GO Biological Processes,19,GO:0072659,protein localization to plasma membrane,,-4.6,2.7,5,20638,296,564,22,3.9,0.82,11651|13132|13383|16150|16971|17356|18720|18759|19878|20742|50918|66460|76108|84652|104215|106572|192176|217124|218503|225049|226849|228136,Akt1|Dab2|Dlg1|Ikbkb|Lrp1|Afdn|Pip5k1a|Prkci|Rock2|Sptbn1|Myadm|Sys1|Rap2a|Fam126a|Rhoq|Rab31|Flna|Ppp1r9b|Fcho2|Ttc7|Ppp2r5a|Zdhhc5,-2.6,MyList
GO Biological Processes,19,GO:0071456,cellular response to hypoxia,,-4.6,4.3,5.6,20638,103,564,12,2.1,0.61,11651|12013|12043|12795|13058|13653|19015|19211|19878|68169|112405|231207,Akt1|Bach1|Bcl2|Plk3|Cybb|Egr1|Ppard|Pten|Rock2|Ndnf|Egln1|Cpeb2,-2.6,MyList
GO Biological Processes,19,GO:0031400,negative regulation of protein modification process,,-4.6,2.2,4.8,20638,528,564,32,5.7,0.97,11651|12402|14360|14678|16150|16923|18226|18519|19211|19264|19271|19645|19878|26936|50523|50918|52468|52615|66917|70686|72349|76055|99982|106504|108837|110355|211329|211770|217124|230908|320365|320795,Akt1|Cbl|Fyn|Gnai2|Ikbkb|Sh2b3|Nup62|Kat2b|Pten|Ptprc|Ptprj|Rb1|Rock2|Mprip|Lats2|Myadm|Ctdsp2|Suz12|Chordc1|Dusp16|Dusp3|Oga|Kdm1a|Stk38|Ibtk|Grk2|Ncoa7|Trib1|Ppp1r9b|Tardbp|Fry|Pkn1,-2.6,MyList
GO Biological Processes,19,GO:0043086,negative regulation of catalytic activity,,-4.6,2,4.6,20638,705,564,39,6.9,1.1,11651|11798|12380|12402|13205|13682|14678|15511|16150|16923|17395|17951|18033|18226|18519|18718|19211|19264|19271|19645|19878|26936|50523|59090|66917|70686|72349|106504|110355|112405|211673|211770|217124|226849|231207|232341|320795|328572|606496,Akt1|Xiap|Cast|Cbl|Ddx3x|Eif4a2|Gnai2|Hspa1b|Ikbkb|Sh2b3|Mmp9|Naip5|Nfkb1|Nup62|Kat2b|Pip4k2a|Pten|Ptprc|Ptprj|Rb1|Rock2|Mprip|Lats2|Midn|Chordc1|Dusp16|Dusp3|Stk38|Grk2|Egln1|Arfgef1|Trib1|Ppp1r9b|Ppp2r5a|Cpeb2|Wnk1|Pkn1|Ep300|Gsk3a,-2.6,MyList
GO Biological Processes,19,GO:0032956,regulation of actin cytoskeleton organization,,-4.6,2.5,4.9,20638,365,564,25,4.4,0.87,12488|12928|13383|13860|14159|16416|16971|18129|19229|19878|20742|26401|29875|50918|66713|72754|75547|76707|102098|192176|211673|216965|225115|231637|328572,Cd2ap|Crk|Dlg1|Eps8|Fes|Itgb3|Lrp1|Notch2|Ptk2b|Rock2|Sptbn1|Map3k1|Iqgap1|Myadm|Actr2|Arhgef10l|Akap13|Clasp1|Arhgef18|Flna|Arfgef1|Taok1|Svil|Ssh1|Ep300,-2.6,MyList
GO Biological Processes,19,GO:0035304,regulation of protein dephosphorylation,,-4.6,4.6,5.6,20638,88,564,11,2,0.58,13003|14678|16150|19264|19878|26936|68188|74585|217124|226849|243819,Vcan|Gnai2|Ikbkb|Ptprc|Rock2|Mprip|Sympk|Sppl3|Ppp1r9b|Ppp2r5a|Ppp6r1,-2.5,MyList
GO Biological Processes,19,GO:0042063,gliogenesis,,-4.6,2.6,4.9,20638,343,564,24,4.3,0.85,11651|12767|12772|13003|14268|16195|16409|16653|16971|17356|17936|18759|19058|19211|19271|19317|21938|51886|52615|71918|104015|110355|192157|328365,Akt1|Cxcr4|Ccr2|Vcan|Fn1|Il6st|Itgam|Kras|Lrp1|Afdn|Nab1|Prkci|Ppp3r1|Pten|Ptprj|Qk|Tnfrsf1b|Fubp1|Suz12|Zcchc24|Synj1|Grk2|Socs7|Zmiz1,-2.5,MyList
Reactome Gene Sets,6,R-MMU-6798695,Neutrophil degranulation,,-4.5,2.2,4.7,20638,510,564,31,5.5,0.96,11717|11772|11783|13058|13205|13367|14133|15511|16498|17395|18033|19264|19271|20868|21938|22330|26364|29875|66713|67213|68682|69562|70719|71955|74039|74287|93726|94176|106572|100040531|100040563,Ampd3|Ap2a2|Apaf1|Cybb|Ddx3x|Diaph1|Fcna|Hspa1b|Kcnab2|Mmp9|Nfkb1|Ptprc|Ptprj|Stk10|Tnfrsf1b|Vcl|Adgre5|Iqgap1|Actr2|Cmtm6|Slc44a2|Cdk13|Arhgap45|Ist1|Nfam1|Kcmf1|Rnase2a|Dock2|Rab31|Dynlt1f|Dynlt1c,-2.5,MyList
GO Biological Processes,19,GO:0048511,rhythmic process,,-4.5,2.7,4.9,20638,302,564,22,3.9,0.82,11906|11991|12417|12914|13548|13653|14583|16601|18519|19046|19211|19878|20185|20683|21847|22284|50789|110355|116870|225876|230908|328572,Zfhx3|Hnrnpd|Cbx3|Crebbp|Dyrk1a|Egr1|Gfpt1|Klf9|Kat2b|Ppp1cb|Pten|Rock2|Ncor1|Sp1|Klf10|Usp9x|Fbxl3|Grk2|Mta1|Kdm2a|Tardbp|Ep300,-2.5,MyList
GO Biological Processes,19,GO:0007160,cell-matrix adhesion,,-4.5,3,5,20638,218,564,18,3.2,0.74,11426|12043|14268|16401|16408|16416|16971|18720|19211|19229|19271|20130|20874|22330|26921|29875|72349|76707,Macf1|Bcl2|Fn1|Itga4|Itgal|Itgb3|Lrp1|Pip5k1a|Pten|Ptk2b|Ptprj|Rras|Slk|Vcl|Map4k4|Iqgap1|Dusp3|Clasp1,-2.5,MyList
Reactome Gene Sets,6,R-MMU-9006931,Signaling by Nuclear Receptors,,-4.5,2.9,5,20638,239,564,19,3.4,0.76,11651|14678|16589|16653|17395|18519|19015|19401|19411|20602|20683|22282|22632|81004|99982|103573|228913|319171|328572,Akt1|Gnai2|Uhmk1|Kras|Mmp9|Kat2b|Ppard|Rara|Rarg|Ncor2|Sp1|Usf2|Yy1|Tbl1xr1|Kdm1a|Xpo1|Zfp217|H2ac24|Ep300,-2.5,MyList
GO Biological Processes,19,GO:0014910,regulation of smooth muscle cell migration,,-4.5,4.5,5.5,20638,90,564,11,2,0.58,12043|12928|13653|16195|16416|16971|19015|29875|54601|211770|231637,Bcl2|Crk|Egr1|Il6st|Itgb3|Lrp1|Ppard|Iqgap1|Foxo4|Trib1|Ssh1,-2.5,MyList
GO Biological Processes,19,GO:0001667,ameboidal-type cell migration,,-4.5,2.3,4.7,20638,440,564,28,5,0.91,11426|11479|11651|12767|13179|13618|14182|14268|16401|16416|17395|18707|18720|19015|19211|19229|19878|20130|20683|24071|26921|29875|30955|70097|76707|79264|239528|320795,Macf1|Acvr1b|Akt1|Cxcr4|Dcn|Ednrb|Fgfr1|Fn1|Itga4|Itgb3|Mmp9|Pik3cd|Pip5k1a|Ppard|Pten|Ptk2b|Rock2|Rras|Sp1|Synj2bp|Map4k4|Iqgap1|Pik3cg|Sash1|Clasp1|Krit1|Ago2|Pkn1,-2.5,MyList
KEGG Pathway,24,ko04510,Focal adhesion,,-4.5,3.1,5.1,20638,199,564,17,3,0.72,11651|11798|12043|12928|13367|14268|14360|16401|16416|18707|19046|19211|19878|20663|22330|192176|232807,Akt1|Xiap|Bcl2|Crk|Diaph1|Fn1|Fyn|Itga4|Itgb3|Pik3cd|Ppp1cb|Pten|Rock2|Sos2|Vcl|Flna|Ppp1r12c,-2.5,MyList
GO Biological Processes,19,GO:0060211,regulation of nuclear-transcribed mRNA poly(A) tail shortening,,-4.4,12,7.3,20638,15,564,5,0.89,0.39,74203|213988|233833|234594|239528,Eif4enif1|Tnrc6b|Tnrc6a|Cnot1|Ago2,-2.5,MyList
GO Biological Processes,19,GO:0045639,positive regulation of myeloid cell differentiation,,-4.4,4.1,5.4,20638,107,564,12,2.1,0.61,11479|14159|16331|16409|16416|18129|19645|21847|22778|99982|211770|223770,Acvr1b|Fes|Inpp5d|Itgam|Itgb3|Notch2|Rb1|Klf10|Ikzf1|Kdm1a|Trib1|Brd1,-2.4,MyList
GO Biological Processes,19,GO:0043367,"CD4-positive, alpha-beta T cell differentiation",,-4.4,4.4,5.5,20638,91,564,11,2,0.58,12399|12772|16194|16364|18782|19401|20185|20737|20852|108655|381305,Runx3|Ccr2|Il6ra|Irf4|Pla2g2d|Rara|Ncor1|Spn|Stat6|Foxp1|Rc3h1,-2.4,MyList
GO Biological Processes,19,GO:0019221,cytokine-mediated signaling pathway,,-4.4,2.5,4.7,20638,373,564,25,4.4,0.87,11651|12767|12772|13653|14042|15257|16150|16154|16172|16194|16195|16653|16880|16923|19229|19264|20852|22083|22234|64095|213002|229096|232341|246728|432940,Akt1|Cxcr4|Ccr2|Egr1|Ext1|Hipk1|Ikbkb|Il10ra|Il17ra|Il6ra|Il6st|Kras|Lifr|Sh2b3|Ptk2b|Ptprc|Stat6|Ctr9|Ugcg|Gpr35|Ifitm6|Ythdf3|Wnk1|Oas2|Otulin,-2.4,MyList
WikiPathways,27,WP450,IL-2 Signaling Pathway,,-4.4,4.8,5.6,20638,76,564,10,1.8,0.56,11651|12043|12402|12928|14360|16653|18033|18707|19229|30955,Akt1|Bcl2|Cbl|Crk|Fyn|Kras|Nfkb1|Pik3cd|Ptk2b|Pik3cg,-2.4,MyList
GO Biological Processes,19,GO:0031047,gene silencing by RNA,,-4.4,3.2,5,20638,182,564,16,2.8,0.7,13205|13209|18033|20185|20602|29806|74203|80912|80913|104625|213988|231464|232791|233833|234594|239528,Ddx3x|Ddx6|Nfkb1|Ncor1|Ncor2|Limd1|Eif4enif1|Pum1|Pum2|Cnot6|Tnrc6b|Cnot6l|Cnot3|Tnrc6a|Cnot1|Ago2,-2.4,MyList
GO Biological Processes,19,GO:0046632,alpha-beta T cell differentiation,,-4.4,3.8,5.2,20638,126,564,13,2.3,0.63,12043|12399|12772|16194|16364|18782|19401|20185|20737|20852|22778|108655|381305,Bcl2|Runx3|Ccr2|Il6ra|Irf4|Pla2g2d|Rara|Ncor1|Spn|Stat6|Ikzf1|Foxp1|Rc3h1,-2.4,MyList
GO Biological Processes,19,GO:0014911,positive regulation of smooth muscle cell migration,,-4.4,5.3,5.7,20638,62,564,9,1.6,0.53,12043|12928|13653|16195|16416|16971|29875|54601|231637,Bcl2|Crk|Egr1|Il6st|Itgb3|Lrp1|Iqgap1|Foxo4|Ssh1,-2.4,MyList
GO Biological Processes,19,GO:0044843,cell cycle G1/S phase transition,,-4.3,3.1,5,20638,203,564,17,3,0.72,11479|11651|12013|12043|12795|12914|13205|13383|18763|19211|19645|26403|50523|52468|69188|69581|320595,Acvr1b|Akt1|Bach1|Bcl2|Plk3|Crebbp|Ddx3x|Dlg1|Pkd1|Pten|Rb1|Map3k11|Lats2|Ctdsp2|Kmt2e|Rhou|Phf8,-2.4,MyList
Reactome Gene Sets,6,R-MMU-195258,RHO GTPase Effectors,,-4.3,2.6,4.8,20638,309,564,22,3.9,0.82,13058|13367|19046|19053|19878|26931|29875|57294|57778|66713|68524|76707|99982|103573|104215|192176|215280|216965|226849|319171|320795|100043813,Cybb|Diaph1|Ppp1cb|Ppp2cb|Rock2|Ppp2r5c|Iqgap1|Rps27|Fmnl1|Actr2|Wipf2|Clasp1|Kdm1a|Xpo1|Rhoq|Flna|Wipf1|Taok1|Ppp2r5a|H2ac24|Pkn1|Rps27rt,-2.4,MyList
Reactome Gene Sets,6,R-MMU-429947,Deadenylation of mRNA,,-4.3,8.8,6.5,20638,25,564,6,1.1,0.43,13682|72587|104625|231464|232791|234594,Eif4a2|Pan3|Cnot6|Cnot6l|Cnot3|Cnot1,-2.4,MyList
GO Biological Processes,19,GO:0060765,regulation of androgen receptor signaling pathway,,-4.3,8.8,6.5,20638,25,564,6,1.1,0.43,13132|16969|20185|20602|224902|328572,Dab2|Zbtb7a|Ncor1|Ncor2|Safb2|Ep300,-2.4,MyList
GO Biological Processes,19,GO:0001829,trophectodermal cell differentiation,,-4.3,8.8,6.5,20638,25,564,6,1.1,0.43,20683|20687|22083|26554|232791|234594,Sp1|Sp3|Ctr9|Cul3|Cnot3|Cnot1,-2.4,MyList
GO Biological Processes,19,GO:0010638,positive regulation of organelle organization,,-4.3,2.1,4.5,20638,595,564,34,6,1,11991|13179|13383|14159|17395|18226|18519|18718|19229|19645|19878|20185|20874|22083|26400|26401|26554|54343|66713|69188|72587|72754|74493|83946|99982|104015|104625|192176|225876|231464|234594|234776|328572|606496,Hnrnpd|Dcn|Dlg1|Fes|Mmp9|Nup62|Kat2b|Pip4k2a|Ptk2b|Rb1|Rock2|Ncor1|Slk|Ctr9|Map2k7|Map3k1|Cul3|Atf7ip|Actr2|Kmt2e|Pan3|Arhgef10l|Tnks2|Phip|Kdm1a|Synj1|Cnot6|Flna|Kdm2a|Cnot6l|Cnot1|Atmin|Ep300|Gsk3a,-2.4,MyList
KEGG Pathway,24,mmu01522,Endocrine resistance,,-4.3,4.3,5.4,20638,93,564,11,2,0.58,11513|11651|12043|16653|17395|18129|18707|19645|20185|20663|20683,Adcy7|Akt1|Bcl2|Kras|Mmp9|Notch2|Pik3cd|Rb1|Ncor1|Sos2|Sp1,-2.4,MyList
KEGG Pathway,24,ko01522,Endocrine resistance,,-4.3,4.3,5.4,20638,93,564,11,2,0.58,11513|11651|12043|16653|17395|18129|18707|19645|20185|20663|20683,Adcy7|Akt1|Bcl2|Kras|Mmp9|Notch2|Pik3cd|Rb1|Ncor1|Sos2|Sp1,-2.4,MyList
Reactome Gene Sets,6,R-MMU-5684996,MAPK1/MAPK3 signaling,,-4.3,2.8,4.8,20638,266,564,20,3.5,0.78,13383|14182|14268|14360|16195|16416|16653|17169|19046|19053|19732|20742|22330|26403|26554|26931|29875|56392|70686|226849,Dlg1|Fgfr1|Fn1|Fyn|Il6st|Itgb3|Kras|Mark3|Ppp1cb|Ppp2cb|Rgl2|Sptbn1|Vcl|Map3k11|Cul3|Ppp2r5c|Iqgap1|Shoc2|Dusp16|Ppp2r5a,-2.4,MyList
GO Biological Processes,19,GO:0000082,G1/S transition of mitotic cell cycle,,-4.3,3.2,5,20638,184,564,16,2.8,0.7,11479|11651|12013|12043|12795|12914|13205|13383|18763|19211|19645|50523|52468|69188|69581|320595,Acvr1b|Akt1|Bach1|Bcl2|Plk3|Crebbp|Ddx3x|Dlg1|Pkd1|Pten|Rb1|Lats2|Ctdsp2|Kmt2e|Rhou|Phf8,-2.4,MyList
Reactome Gene Sets,6,R-MMU-5683057,MAPK family signaling cascades,,-4.3,2.7,4.8,20638,289,564,21,3.7,0.8,13383|14182|14268|14360|16195|16416|16653|17169|19046|19053|19732|20742|22330|26403|26554|26931|29875|56392|70686|103573|226849,Dlg1|Fgfr1|Fn1|Fyn|Il6st|Itgb3|Kras|Mark3|Ppp1cb|Ppp2cb|Rgl2|Sptbn1|Vcl|Map3k11|Cul3|Ppp2r5c|Iqgap1|Shoc2|Dusp16|Xpo1|Ppp2r5a,-2.3,MyList
WikiPathways,27,WP85,Focal Adhesion,,-4.3,3.2,5,20638,185,564,16,2.8,0.7,11651|12043|12928|13367|14268|14360|16401|16408|16409|16416|18707|19211|19878|22330|30955|192176,Akt1|Bcl2|Crk|Diaph1|Fn1|Fyn|Itga4|Itgal|Itgam|Itgb3|Pik3cd|Pten|Rock2|Vcl|Pik3cg|Flna,-2.3,MyList
GO Biological Processes,19,GO:1901699,cellular response to nitrogen compound,,-4.3,2,4.4,20638,701,564,38,6.7,1.1,11651|11991|12608|12928|13367|13653|13688|14360|14678|16401|16971|18033|18519|18718|18759|19211|19267|19271|19878|20190|20402|20683|20852|21974|30955|54601|68817|83946|104215|106572|110355|192157|192176|217124|231207|231637|232975|606496,Akt1|Hnrnpd|Cebpb|Crk|Diaph1|Egr1|Eif4ebp2|Fyn|Gnai2|Itga4|Lrp1|Nfkb1|Kat2b|Pip4k2a|Prkci|Pten|Ptpre|Ptprj|Rock2|Ryr1|Zfp106|Sp1|Stat6|Top2b|Pik3cg|Foxo4|Ddi2|Phip|Rhoq|Rab31|Grk2|Socs7|Flna|Ppp1r9b|Cpeb2|Ssh1|Atp1a3|Gsk3a,-2.3,MyList
Reactome Gene Sets,6,R-MMU-8953854,Metabolism of RNA,,-4.3,2.1,4.5,20638,549,564,32,5.7,0.97,11651|11834|11991|13204|13209|13682|15511|18226|20384|20637|57294|64340|68188|72587|73826|75956|103573|104625|108077|110809|192160|215193|218210|229512|231464|232791|232989|233789|233908|234594|238799|100043813,Akt1|Aqr|Hnrnpd|Dhx15|Ddx6|Eif4a2|Hspa1b|Nup62|Srsf5|Snrnp70|Rps27|Dhx38|Sympk|Pan3|Poldip3|Srrm2|Xpo1|Cnot6|Skiv2l|Srsf1|Casc3|Utp25|Nup153|Smg5|Cnot6l|Cnot3|Hnrnpul1|Smg1|Fus|Cnot1|Tnpo1|Rps27rt,-2.3,MyList
GO Biological Processes,19,GO:0071900,regulation of protein serine/threonine kinase activity,,-4.3,2.3,4.6,20638,428,564,27,4.8,0.9,11651|13132|13205|14182|16653|16923|18226|18519|18763|19211|19229|19264|19271|19645|26400|26401|26403|29875|30955|50523|66917|70097|70686|72349|75547|106504|211770,Akt1|Dab2|Ddx3x|Fgfr1|Kras|Sh2b3|Nup62|Kat2b|Pkd1|Pten|Ptk2b|Ptprc|Ptprj|Rb1|Map2k7|Map3k1|Map3k11|Iqgap1|Pik3cg|Lats2|Chordc1|Sash1|Dusp16|Dusp3|Akap13|Stk38|Trib1,-2.3,MyList
